,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition
16835,265000.0,4,2.25,2300,9100,1.0,3
16836,1300000.0,4,2.5,3110,11857,2.0,3
16837,126500.0,3,1.0,1130,12212,1.0,3
16838,760000.0,4,2.5,2920,7901,2.0,3
16839,540000.0,2,1.25,1230,1569,2.0,3
16840,446000.0,5,2.75,2190,12687,1.0,5
16841,170000.0,1,0.75,850,5600,1.0,3
16842,379000.0,3,2.5,1500,7420,1.0,3
16843,1400000.0,9,4.0,4620,5508,2.5,3
16844,800000.0,4,2.75,3150,7035,2.0,3
16845,260000.0,3,1.0,1300,10139,1.0,3
16846,820000.0,5,2.5,3160,8000,1.0,4
16847,449950.0,3,1.75,2070,96703,1.0,4
16848,392000.0,3,2.25,1790,7125,1.0,3
16849,465000.0,3,2.5,1650,4636,2.0,3
16850,449950.0,4,2.5,2070,7312,1.0,4
16851,520000.0,3,1.5,1580,8841,1.5,5
16852,546800.0,4,2.25,2170,10000,1.0,3
16853,825000.0,4,2.75,2220,11925,1.0,3
16854,337000.0,3,1.75,1440,11364,1.0,3
16855,333000.0,2,1.0,720,6686,1.0,3
16856,380000.0,2,2.0,1120,780,2.0,3
16857,280000.0,3,2.5,1970,8426,2.0,3
16858,202000.0,3,1.5,1420,9081,1.0,4
16859,585000.0,4,2.5,2250,4119,2.0,3
16860,435000.0,4,2.0,2630,9663,1.0,4
16861,1200000.0,4,3.5,4740,172497,2.0,3
16862,364000.0,2,2.25,1280,2574,2.0,3
16863,300000.0,3,1.0,1260,8280,1.0,3
16864,558000.0,2,1.75,1930,4601,1.0,3
16865,199950.0,1,1.5,1048,4800,1.0,3
16866,515000.0,3,2.25,1640,8400,1.0,4
16867,590000.0,4,2.5,2380,4950,2.0,3
16868,813500.0,4,2.0,2530,15520,1.0,5
16869,725000.0,4,2.5,2700,25870,2.0,4
16870,490000.0,3,2.25,2330,3600,1.5,3
16871,277000.0,3,2.25,2160,9612,2.0,3
16872,325000.0,4,1.5,1470,70800,1.0,3
16873,649800.0,4,2.5,2280,9827,2.0,3
16874,425000.0,3,1.0,1280,3200,1.5,3
16875,460000.0,2,1.0,850,4650,1.0,3
16876,750000.0,3,3.25,4610,81935,2.0,4
16877,469000.0,5,2.5,2690,11745,1.0,3
16878,566000.0,4,1.75,2440,5000,1.0,3
16879,407500.0,3,2.5,1930,10460,2.0,3
16880,353500.0,2,1.0,800,8775,1.0,3
16881,524000.0,3,2.25,2430,73151,1.0,3
16882,264950.0,4,2.5,1990,9656,2.0,3
16883,547500.0,3,2.5,2550,10355,2.0,3
16884,264500.0,3,2.25,1370,7087,2.0,3
16885,507500.0,3,2.0,2020,8118,1.0,3
16886,560000.0,3,3.5,1560,2198,2.0,3
16887,995000.0,5,4.0,5610,22529,2.0,3
16888,835000.0,6,2.0,3560,5120,2.5,3
16889,440000.0,3,1.5,2120,6290,1.0,4
16890,1015000.0,3,2.5,2920,5629,1.0,5
16891,300000.0,2,1.0,1340,7788,1.0,3
16892,125000.0,3,1.0,1230,4800,1.5,1
16893,986000.0,4,3.5,2840,5900,2.0,3
16894,315000.0,4,2.5,2080,5650,1.0,3
16895,320000.0,4,2.5,2070,7007,2.0,3
16896,972000.0,4,3.25,4010,13797,2.0,3
16897,760000.0,3,2.5,2190,10000,1.0,4
16898,265000.0,4,3.0,1730,7264,2.0,3
16899,355000.0,2,1.0,1250,4558,1.0,3
16900,300000.0,3,1.0,1300,20812,1.0,3
16901,474950.0,5,2.5,2080,8347,1.0,4
16902,470000.0,4,2.0,2180,17180,2.0,4
16903,437500.0,3,1.0,1630,16393,1.0,3
16904,520000.0,2,1.5,1840,3825,1.0,3
16905,237600.0,2,1.0,1370,11584,1.0,4
16906,162950.0,2,1.0,950,2784,1.0,4
16907,457000.0,3,1.75,1690,6375,1.0,3
16908,635000.0,3,2.5,1780,11000,1.0,4
16909,735000.0,4,3.0,2840,4120,1.5,4
16910,910000.0,2,2.5,2000,5150,2.0,3
16911,346500.0,3,3.25,1570,2048,2.0,3
16912,655000.0,4,2.5,2370,9517,1.0,3
16913,425000.0,3,1.75,1610,144619,1.0,3
16914,137000.0,3,1.0,1300,10125,1.0,4
16915,557500.0,3,2.5,2620,11056,2.0,3
16916,415000.0,4,2.25,3060,48787,2.0,3
16917,830000.0,5,2.25,2780,10192,2.0,4
16918,949000.0,4,3.0,4270,85643,2.0,3
16919,420000.0,3,1.0,1310,3963,1.0,5
16920,353000.0,2,1.0,1100,7500,1.0,3
16921,560000.0,3,1.75,1480,383328,1.5,3
16922,445700.0,3,2.5,1270,1180,3.0,3
16923,226000.0,4,1.0,1270,6459,1.5,3
16924,358000.0,3,1.0,890,9870,1.0,4
16925,501000.0,3,1.75,1480,8667,1.0,5
16926,609000.0,4,2.5,3240,23870,1.0,3
16927,734950.0,4,3.25,4280,47179,2.0,3
16928,725000.0,5,2.5,3210,12000,1.0,4
16929,350500.0,3,2.25,1870,7200,1.0,3
16930,610000.0,5,2.5,3990,3839,1.0,4
16931,605125.0,2,1.0,1160,5029,1.0,3
16932,1388000.0,4,2.25,2940,20384,2.0,4
16933,550000.0,3,2.25,1850,37264,2.0,3
16934,335000.0,2,1.75,1060,1202,2.0,3
16935,397000.0,3,2.0,1100,9165,1.0,4
16936,240000.0,3,2.0,1190,10299,1.0,3
16937,240000.0,3,2.0,1030,11118,1.0,5
16938,262500.0,2,1.5,1140,14373,1.0,3
16939,440000.0,3,1.5,2260,5300,1.0,3
16940,160000.0,3,1.0,1140,3240,1.5,4
16941,427000.0,4,1.0,1860,4736,1.5,1
16942,920000.0,4,3.5,4080,10666,2.0,3
16943,2300000.0,4,2.5,3280,7100,2.0,3
16944,480000.0,4,2.5,2870,35757,2.0,4
16945,615000.0,4,1.75,2300,11700,1.0,4
16946,736500.0,3,2.0,2230,4800,1.5,4
16947,542500.0,3,2.5,1920,1649,2.5,3
16948,191000.0,2,1.0,700,5000,1.0,5
16949,730000.0,4,2.5,2740,11975,2.0,4
16950,1225000.0,5,2.25,3440,5000,2.0,5
16951,129000.0,1,1.0,650,15364,1.0,4
16952,284000.0,3,1.5,1500,10018,1.0,4
16953,645000.0,3,2.5,2490,5978,2.0,3
16954,218000.0,3,1.5,1330,7600,1.0,4
16955,675000.0,4,3.5,3190,6875,2.0,3
16956,575000.0,3,2.5,1590,2910,2.0,3
16957,225000.0,2,1.0,830,5720,1.0,4
16958,626000.0,3,2.25,1810,5107,2.0,3
16959,499950.0,4,2.5,2910,20067,2.0,3
16960,405000.0,4,1.75,2180,13529,1.0,3
16961,152500.0,3,1.0,1090,3523,1.0,4
16962,325000.0,4,2.5,2160,6825,2.0,3
16963,475300.0,3,1.0,2110,10005,1.0,5
16964,485000.0,3,1.75,2180,7318,1.0,4
16965,720000.0,3,2.5,2100,2200,2.0,4
16966,465000.0,3,1.75,1410,6886,1.0,3
16967,489000.0,3,1.5,1020,9072,1.0,3
16968,3100000.0,5,5.25,5090,23669,2.0,3
16969,288000.0,3,2.25,2090,7500,1.0,4
16970,225000.0,3,1.75,1350,9793,1.0,4
16971,499000.0,3,1.75,2650,11774,1.0,3
16972,632000.0,5,3.0,3520,36558,2.0,4
16973,580000.0,3,2.5,2040,4627,2.0,3
16974,730000.0,4,1.5,2340,5000,2.0,3
16975,325000.0,4,2.25,1770,7799,2.0,3
16976,421000.0,3,1.75,1100,8662,1.0,5
16977,316000.0,3,2.5,1490,4078,2.0,3
16978,415000.0,2,1.0,1460,4200,1.0,4
16979,401000.0,3,2.25,1350,2839,2.0,3
16980,229950.0,3,0.75,1030,12700,1.0,4
16981,539950.0,3,1.75,1820,9875,1.0,4
16982,335000.0,3,2.0,1170,5360,1.0,3
16983,339000.0,3,2.5,1450,3748,2.0,3
16984,414950.0,4,1.75,2200,8545,1.0,4
16985,650000.0,4,2.0,1610,8976,1.0,4
16986,445000.0,3,2.5,2690,21883,2.0,3
16987,295000.0,3,2.25,1850,7800,2.0,3
16988,975000.0,4,2.25,2250,3600,2.0,4
16989,296500.0,3,1.5,1580,10100,1.0,4
16990,440000.0,4,2.75,2030,56192,1.0,3
16991,420000.0,5,1.5,1890,10880,1.0,3
16992,302000.0,3,2.5,2140,9492,2.0,3
16993,350000.0,4,1.75,1770,7336,1.0,4
16994,667000.0,3,1.75,3320,478288,1.5,4
16995,645000.0,3,2.0,1640,4218,1.0,4
16996,430000.0,4,2.75,1820,5400,1.0,4
16997,413000.0,4,1.0,1410,6000,1.0,3
16998,420000.0,3,1.0,1240,7300,1.0,3
16999,495000.0,3,2.25,1780,8050,1.0,4
17000,2187730.0,4,4.5,4240,13162,2.0,3
17001,965000.0,4,2.5,3570,17411,2.0,3
17002,500000.0,4,2.5,1900,5001,1.0,3
17003,636100.0,3,1.0,1010,6000,1.5,3
17004,720000.0,4,2.5,2870,12648,2.0,4
17005,298000.0,3,1.75,1620,12825,1.0,3
17006,409000.0,2,1.75,1480,4000,1.0,4
17007,370000.0,4,2.5,2650,5706,2.0,3
17008,230000.0,5,1.0,1410,9000,1.0,5
17009,290000.0,3,2.0,1360,6685,1.0,3
17010,420000.0,4,2.25,2930,9840,1.0,4
17011,917000.0,4,2.5,3500,10891,2.0,3
17012,957000.0,5,3.25,3160,5000,2.0,3
17013,482000.0,3,2.25,1710,21485,2.0,3
17014,488000.0,3,1.75,2180,14734,2.0,3
17015,760369.0,5,2.5,2870,4712,2.0,3
17016,170000.0,2,1.0,1500,18540,1.0,3
17017,625000.0,3,2.5,2120,10021,1.0,4
17018,357000.0,3,1.5,1590,6750,1.0,3
17019,583000.0,3,2.25,1830,8276,1.0,3
17020,173250.0,3,2.0,1210,9097,1.0,4
17021,414050.0,4,2.0,1590,10331,1.5,4
17022,400000.0,3,1.75,1050,6150,1.5,4
17023,537000.0,3,2.0,1550,27003,1.5,3
17024,465000.0,4,2.25,2070,7500,2.0,4
17025,425000.0,3,2.25,1740,9682,1.0,5
17026,445000.0,4,2.0,1700,21780,1.0,4
17027,179950.0,2,1.0,1200,9000,1.0,3
17028,275000.0,3,2.5,1710,7230,2.0,3
17029,190000.0,4,2.5,1840,13493,2.0,3
17030,385000.0,3,1.75,1900,5520,1.0,3
17031,303000.0,4,1.0,2300,9583,1.0,3
17032,165000.0,3,1.0,970,7503,1.0,4
17033,600000.0,2,2.0,1270,5000,1.0,3
17034,710000.0,3,2.25,3130,65775,2.0,4
17035,875000.0,5,3.25,4230,21455,2.0,3
17036,269950.0,3,2.5,1480,9743,2.0,4
17037,838000.0,4,2.5,3310,42998,2.0,3
17038,670500.0,4,2.0,1590,6750,1.0,3
17039,420000.0,4,1.5,1690,9391,1.0,3
17040,370000.0,3,1.5,1690,161913,1.0,2
17041,360000.0,3,1.75,1500,7200,1.0,3
17042,562500.0,4,2.5,2320,8721,2.0,3
17043,360500.0,3,2.5,3300,11525,1.0,5
17044,389999.0,3,2.25,1445,1471,2.0,3
17045,450000.0,4,3.0,1890,13140,1.0,4
17046,247500.0,4,2.0,1760,8400,1.0,3
17047,208000.0,3,1.0,1050,6240,1.0,5
17048,455000.0,3,2.5,1980,7309,2.0,3
17049,379400.0,4,1.75,2120,7680,1.0,4
17050,190000.0,3,1.5,760,40039,1.0,3
17051,326188.0,3,1.0,1300,8800,1.0,3
17052,168000.0,2,2.5,1160,2174,2.0,3
17053,314000.0,4,2.5,2340,8990,2.0,3
17054,630000.0,4,2.75,2710,37277,2.0,3
17055,550000.0,3,1.75,1440,8957,1.0,4
17056,530000.0,4,2.25,1980,15086,2.0,3
17057,637500.0,3,1.75,1680,10685,1.0,4
17058,400000.0,3,2.5,1390,2815,2.0,3
17059,700000.0,5,2.75,3100,9825,2.0,4
17060,272000.0,3,2.5,1680,8512,2.0,3
17061,600000.0,4,2.5,2710,6474,2.0,3
17062,450600.0,2,1.0,840,7020,1.5,4
17063,550000.0,3,2.25,2090,8095,2.0,3
17064,225000.0,3,1.0,1120,8407,1.0,5
17065,132825.0,3,1.5,1210,5200,1.0,5
17066,219950.0,3,1.5,1210,5200,1.0,5
17067,580000.0,5,2.0,1940,6000,1.0,5
17068,568000.0,3,1.75,1930,213008,1.0,3
17069,406000.0,3,1.75,1270,6017,1.0,4
17070,469000.0,3,1.75,1680,2400,1.5,3
17071,415000.0,3,2.5,2090,6045,2.0,3
17072,390000.0,3,1.5,1000,13991,1.0,4
17073,251000.0,3,1.75,1350,10125,1.0,3
17074,750000.0,3,2.5,3280,6750,2.0,3
17075,845000.0,4,2.5,2390,5071,2.0,3
17076,350000.0,3,1.5,1860,17640,1.0,4
17077,322000.0,3,1.0,1380,5864,1.0,3
17078,664500.0,4,2.25,3070,9210,2.0,3
17079,988000.0,3,1.75,2190,3800,1.5,4
17080,625000.0,2,1.75,1990,4000,1.0,5
17081,675000.0,2,1.0,930,36478,1.0,3
17082,503000.0,3,1.75,2070,9827,1.0,4
17083,431000.0,4,2.25,2170,10500,1.0,4
17084,250000.0,3,1.75,1910,10230,1.0,4
17085,268500.0,4,2.5,2100,4237,2.0,3
17086,1070000.0,6,3.25,3560,21400,2.0,4
17087,295000.0,4,2.5,2290,4539,2.0,3
17088,780000.0,3,2.25,2130,11782,1.0,4
17089,354000.0,3,2.5,2160,15817,2.0,3
17090,305000.0,2,1.0,860,7250,1.0,3
17091,733000.0,5,2.75,2880,4425,2.0,3
17092,640000.0,4,2.75,2100,11894,1.0,4
17093,840000.0,4,2.5,2360,9600,1.0,3
17094,1475000.0,5,3.25,3680,10300,1.5,4
17095,525000.0,3,1.0,1560,8100,1.0,4
17096,625000.0,4,2.75,1680,11180,1.0,4
17097,350000.0,3,2.0,1380,3600,3.0,3
17098,650000.0,4,2.75,2610,4160,3.0,5
17099,435000.0,2,1.0,870,4000,1.0,3
17100,660000.0,3,1.0,1210,9622,1.0,3
17101,350000.0,3,1.0,1150,12877,1.0,4
17102,435000.0,3,2.5,3110,6000,1.0,3
17103,375900.0,6,1.5,2550,33740,1.0,4
17104,272000.0,3,3.0,2430,10500,1.0,4
17105,233000.0,3,1.75,1460,7800,1.0,2
17106,500000.0,4,1.5,1330,5750,1.5,3
17107,540000.0,4,1.75,2040,9322,1.0,3
17108,712000.0,3,2.5,2375,4094,2.0,3
17109,425000.0,4,2.5,2480,4504,2.0,3
17110,242000.0,3,1.75,1580,6099,1.0,5
17111,515000.0,5,3.25,2740,9629,1.0,5
17112,415000.0,4,1.75,1920,7700,2.0,4
17113,375000.0,3,2.75,2200,9600,1.0,4
17114,182500.0,3,1.0,910,7194,1.0,4
17115,310000.0,3,1.5,1860,10379,1.0,3
17116,360000.0,3,1.75,1510,6000,1.0,3
17117,889000.0,4,3.5,3920,9555,2.0,3
17118,450500.0,2,1.0,1330,3698,1.0,3
17119,342000.0,4,2.25,1964,3541,2.0,3
17120,413000.0,3,2.0,1520,3451,1.0,3
17121,960000.0,5,4.0,3720,15200,2.0,3
17122,180000.0,2,1.0,770,9370,1.0,3
17123,770000.0,4,2.5,3210,14910,2.0,3
17124,224400.0,3,1.75,1070,7200,1.0,3
17125,280000.0,3,1.5,1430,8861,1.0,3
17126,500000.0,3,2.5,1670,2575,2.0,3
17127,153000.0,2,1.0,710,9000,1.0,5
17128,385000.0,3,2.25,1920,4833,1.0,4
17129,325000.0,2,1.0,750,5534,1.0,3
17130,315000.0,4,3.0,2210,4191,2.0,3
17131,294999.0,4,2.5,1660,9760,2.0,3
17132,175000.0,3,1.75,1910,17003,1.5,4
17133,299000.0,3,1.75,1910,17003,1.5,4
17134,146000.0,2,1.0,780,9750,1.0,3
17135,290000.0,3,2.25,1650,10336,1.0,3
17136,1776000.0,3,3.25,3230,7800,2.0,3
17137,367500.0,2,1.0,810,4800,1.0,3
17138,535000.0,4,2.5,2750,15099,2.0,3
17139,334999.0,3,2.5,1650,13816,2.0,3
17140,655000.0,3,1.75,1960,5520,1.0,4
17141,1298000.0,4,3.5,2790,10125,1.5,5
17142,480000.0,4,2.25,2230,11200,1.0,4
17143,465000.0,3,1.5,1280,4720,1.0,4
17144,297950.0,3,2.0,1240,10800,1.0,3
17145,590000.0,3,2.0,1860,3600,1.5,3
17146,805000.0,4,2.75,2410,6000,1.0,5
17147,204250.0,3,2.25,1960,7708,1.0,4
17148,500000.0,3,2.25,1710,4561,2.0,4
17149,490000.0,4,2.5,3480,12696,1.0,4
17150,2500000.0,4,3.75,3480,14850,1.0,3
17151,750000.0,3,2.5,2960,69351,2.0,4
17152,405000.0,4,2.5,2670,20894,2.0,3
17153,209995.0,2,1.0,700,7303,1.0,5
17154,680000.0,4,2.5,2830,8399,2.0,3
17155,355000.0,3,1.75,1120,7740,1.0,4
17156,280000.0,2,1.0,1310,6600,1.0,3
17157,385000.0,3,2.25,1710,11500,1.0,3
17158,505000.0,4,2.75,2200,9778,1.0,4
17159,429900.0,4,3.25,3310,8897,2.0,3
17160,560000.0,4,2.5,2280,9874,2.0,3
17161,231000.0,3,2.0,1640,4875,1.0,4
17162,135000.0,2,1.0,750,5217,1.0,4
17163,800000.0,4,3.0,3520,4895,1.0,3
17164,420000.0,3,2.5,2720,8622,2.0,3
17165,360000.0,3,1.0,1660,9600,1.0,3
17166,642000.0,4,2.5,2560,8780,2.0,3
17167,379950.0,3,2.0,1080,5077,1.0,3
17168,745000.0,3,1.75,2050,11041,1.5,5
17169,630000.0,4,2.0,2670,3240,1.5,4
17170,250000.0,3,2.5,1730,7200,2.0,4
17171,275000.0,3,1.0,990,9798,1.0,3
17172,435000.0,6,3.0,3560,4290,1.0,4
17173,175000.0,2,1.0,700,8174,1.0,3
17174,560000.0,4,1.75,1880,3880,1.5,4
17175,325000.0,4,2.25,1870,9680,1.0,4
17176,1185000.0,3,2.75,2500,5568,2.0,5
17177,399950.0,3,2.5,2570,10431,2.0,3
17178,752000.0,4,2.5,2940,10382,2.0,4
17179,1200000.0,4,3.5,3930,43560,2.0,3
17180,400000.0,4,1.5,2150,11026,1.0,4
17181,240000.0,3,2.0,1330,6000,1.0,4
17182,640000.0,5,2.5,3220,4759,2.0,3
17183,564450.0,3,2.5,2710,6174,2.0,3
17184,300000.0,3,1.5,1630,82764,1.0,4
17185,286000.0,3,2.5,1680,4226,2.0,3
17186,531800.0,3,2.5,1930,5344,2.0,3
17187,502000.0,4,2.25,2140,10943,1.0,3
17188,993500.0,4,2.25,4070,23321,2.0,4
17189,450000.0,3,1.0,1350,10000,1.0,4
17190,997950.0,4,3.5,4270,117176,2.0,3
17191,526000.0,3,1.0,1320,5250,1.5,5
17192,335000.0,3,1.75,2100,8298,1.0,4
17193,187250.0,2,1.0,710,14700,1.0,5
17194,735000.0,3,2.25,2350,6000,1.0,5
17195,425000.0,3,1.0,1180,8400,1.0,3
17196,110000.0,3,1.0,1250,53143,1.0,5
17197,305000.0,3,2.0,1490,7697,1.0,3
17198,212000.0,3,1.0,1000,9450,1.0,3
17199,1380000.0,5,4.25,4050,18827,1.0,4
17200,298950.0,5,2.25,2300,11505,1.0,3
17201,525000.0,3,1.75,1330,8136,1.0,4
17202,707000.0,4,3.25,3200,7081,2.0,3
17203,695000.0,3,2.75,2590,12063,2.0,3
17204,796500.0,3,2.75,2590,12063,2.0,3
17205,420000.0,4,2.5,2030,8100,1.0,3
17206,625000.0,5,2.5,2700,21208,1.0,4
17207,620000.0,3,1.75,1670,9900,1.0,4
17208,1450000.0,5,2.75,3090,19865,1.0,4
17209,549950.0,5,2.5,2650,54380,2.0,3
17210,275000.0,4,2.0,1440,10920,1.0,3
17211,705000.0,3,2.5,2820,7200,1.0,3
17212,197000.0,3,1.75,1690,7735,1.0,4
17213,265000.0,3,1.75,1420,8126,1.0,3
17214,297000.0,4,1.75,1790,5341,1.0,4
17215,207500.0,3,1.75,1320,12528,1.0,4
17216,410000.0,3,2.5,1509,1418,3.0,3
17217,268000.0,3,2.0,1610,8416,1.0,3
17218,330000.0,4,1.75,1550,50094,1.0,4
17219,417500.0,3,1.0,1160,7491,1.0,4
17220,760000.0,4,2.25,2500,8500,2.0,4
17221,499000.0,3,2.5,1540,1326,3.0,3
17222,620000.0,4,2.5,1910,7683,2.0,3
17223,315000.0,3,2.5,2340,6837,2.0,3
17224,624950.0,3,2.5,2060,4730,2.0,4
17225,525000.0,3,2.25,1960,12350,1.0,4
17226,300000.0,2,1.5,1150,3927,2.0,3
17227,299900.0,4,2.75,2330,7200,1.0,4
17228,299000.0,3,2.5,2210,10119,1.0,4
17229,1880000.0,4,2.75,3260,19542,1.0,4
17230,265000.0,4,1.75,1900,10588,1.0,5
17231,280000.0,2,1.75,1610,158558,1.5,2
17232,124740.0,3,1.0,1340,15600,1.0,4
17233,1085000.0,3,2.75,3170,34850,1.0,5
17234,1970000.0,8,3.5,4440,6480,2.0,5
17235,219000.0,4,1.0,1370,5339,1.5,4
17236,569950.0,5,1.0,1420,6250,1.5,4
17237,212500.0,2,2.0,1030,21712,1.0,4
17238,680000.0,3,2.25,1820,8316,1.0,5
17239,1457000.0,4,1.5,2650,6900,2.0,4
17240,300000.0,3,1.0,910,7700,1.0,4
17241,629950.0,3,2.5,1680,1683,2.0,3
17242,349900.0,2,1.75,1550,9230,1.0,3
17243,690000.0,4,2.5,2780,6235,2.0,3
17244,1454000.0,5,4.0,4070,11334,2.0,3
17245,1288000.0,3,2.5,3240,12625,2.0,3
17246,696000.0,4,3.5,3650,38546,2.0,3
17247,650000.0,3,2.25,2180,60112,2.0,3
17248,640000.0,3,3.5,2480,10800,2.0,3
17249,499950.0,5,2.5,3180,23809,1.0,3
17250,490000.0,4,2.5,3630,8387,2.0,3
17251,685000.0,5,2.5,3160,5635,2.0,3
17252,387500.0,4,1.0,1370,7140,2.0,3
17253,401750.0,2,1.5,1070,1236,2.0,3
17254,254950.0,4,2.0,2180,8800,1.0,5
17255,500000.0,4,2.25,2420,36680,2.0,4
17256,856500.0,4,2.5,3290,8147,2.0,3
17257,552000.0,3,1.0,1430,5000,1.0,4
17258,506500.0,4,2.5,1890,7200,1.0,4
17259,500000.0,3,2.25,1760,4539,2.0,3
17260,280000.0,4,2.75,2230,10160,1.0,3
17261,308000.0,3,1.75,1630,11475,1.0,4
17262,613500.0,3,2.5,2350,7035,2.0,3
17263,255000.0,3,1.75,1550,9720,1.0,3
17264,545000.0,3,2.5,3550,136343,2.0,3
17265,620000.0,4,2.5,2720,34498,1.0,5
17266,450000.0,3,1.75,1740,6800,1.5,4
17267,279000.0,4,1.75,1840,7275,1.0,3
17268,625000.0,3,2.5,2010,3200,2.0,3
17269,274950.0,3,1.75,1670,7415,1.0,3
17270,423000.0,3,1.75,1820,6038,1.0,4
17271,350000.0,2,1.0,720,5820,1.0,5
17272,305000.0,4,1.75,2370,10140,1.0,3
17273,368000.0,3,1.75,2120,11340,1.0,4
17274,232000.0,3,1.75,1290,6604,1.0,3
17275,250000.0,4,3.0,1800,2500,2.0,3
17276,220000.0,3,1.75,1230,8917,1.0,4
17277,435000.0,3,2.0,1380,2500,1.0,3
17278,350000.0,2,1.0,740,7680,1.0,4
17279,206325.0,5,2.5,1720,10202,1.5,3
17280,339000.0,5,2.5,1720,10202,1.5,3
17281,399000.0,4,2.5,2100,7355,1.0,5
17282,529000.0,2,1.0,1210,7667,1.0,3
17283,640000.0,4,2.5,2210,7722,2.0,3
17284,735000.0,4,2.5,2470,2550,3.0,3
17285,378000.0,5,2.5,2760,8015,1.0,4
17286,775000.0,3,2.0,2540,7200,1.5,4
17287,2250000.0,3,4.25,5150,7800,2.5,3
17288,1350000.0,4,4.5,3420,7440,3.0,3
17289,380000.0,4,2.5,2270,11500,1.0,3
17290,624900.0,4,2.5,2270,11500,1.0,3
17291,379770.0,3,2.5,1470,1779,2.0,3
17292,340000.0,3,1.75,1280,16200,1.0,3
17293,515500.0,4,2.75,2830,8126,2.0,3
17294,600000.0,4,2.25,1970,7125,1.5,3
17295,400000.0,1,1.0,1390,60984,1.0,3
17296,364000.0,4,1.0,1020,11383,1.5,5
17297,440000.0,4,2.5,2250,7526,2.0,3
17298,285000.0,2,1.0,800,6240,1.0,3
17299,669000.0,3,1.0,1560,4500,1.5,5
17300,475000.0,4,2.0,2100,13468,1.0,5
17301,747000.0,2,1.0,990,4000,1.0,4
17302,317000.0,3,1.5,1060,5750,1.0,2
17303,390000.0,2,1.0,1270,8164,1.0,4
17304,1070000.0,4,2.5,2740,5000,2.0,3
17305,1205000.0,4,2.75,2470,5500,1.0,3
17306,580000.0,3,1.75,1970,5100,1.0,3
17307,518000.0,4,2.5,2070,10244,1.0,3
17308,147500.0,3,1.75,1010,6552,1.0,3
17309,555000.0,4,2.25,2220,8125,1.0,4
17310,427500.0,2,2.0,1090,934,3.0,3
17311,1735000.0,3,2.5,4310,32093,1.5,5
17312,265950.0,3,2.5,1490,3840,2.0,3
17313,247500.0,2,1.0,700,6046,1.0,3
17314,244000.0,4,1.0,1450,8960,1.0,3
17315,578550.0,3,2.5,2120,6602,2.0,4
17316,451000.0,4,2.5,1670,3315,2.0,3
17317,489000.0,2,1.75,1810,4220,2.0,3
17318,190000.0,2,1.0,710,1164794,1.0,2
17319,475000.0,3,3.0,2540,18900,1.0,3
17320,485000.0,3,2.0,1420,4080,1.5,3
17321,530000.0,3,2.75,2440,45738,2.0,3
17322,379000.0,4,2.5,2570,10155,2.0,3
17323,1629000.0,5,2.5,3090,16583,2.0,4
17324,739000.0,3,1.75,2050,5160,1.5,4
17325,189950.0,3,1.0,920,6460,1.0,5
17326,637500.0,4,3.0,2320,4468,2.0,3
17327,2225000.0,3,3.0,3450,16740,1.0,4
17328,209950.0,3,1.0,1660,8800,1.0,4
17329,460000.0,3,1.0,1130,7000,1.0,3
17330,543500.0,4,2.5,2550,5835,2.0,3
17331,376000.0,4,2.75,2420,5773,2.0,3
17332,430000.0,3,2.25,1470,1703,2.0,3
17333,515000.0,4,2.5,2030,39049,1.0,4
17334,580000.0,7,2.75,2310,2400,1.5,3
17335,600000.0,5,3.5,3370,16846,2.0,3
17336,476800.0,3,1.75,1900,43700,1.5,4
17337,815000.0,3,1.5,1940,3570,2.0,4
17338,455600.0,3,2.5,2420,8252,2.0,3
17339,270000.0,3,1.0,1010,9514,1.0,3
17340,1200000.0,5,4.0,2710,2800,3.0,3
17341,525000.0,2,1.5,1340,3600,1.5,3
17342,242000.0,3,1.75,1310,9645,1.0,3
17343,715000.0,4,2.5,2650,30500,1.0,4
17344,475000.0,3,2.75,1890,3938,2.0,3
17345,370000.0,4,3.0,2580,5511,2.0,3
17346,788600.0,4,2.75,3500,7200,2.0,3
17347,160000.0,2,1.0,1040,13100,1.0,5
17348,800000.0,5,1.75,1930,501376,2.0,3
17349,520000.0,4,3.0,2190,5085,2.0,4
17350,725000.0,3,1.75,1530,4000,2.0,3
17351,335000.0,4,1.0,1480,6500,1.5,4
17352,919000.0,4,2.5,3620,17133,1.0,3
17353,425000.0,3,2.75,3370,13929,2.0,3
17354,420000.0,5,2.5,2100,14395,1.0,3
17355,905000.0,4,3.0,3370,47959,2.0,4
17356,435000.0,2,1.0,2240,7200,1.0,4
17357,438000.0,3,2.5,1650,3031,2.0,3
17358,725000.0,4,2.75,2630,7505,2.0,3
17359,840000.0,4,1.75,2330,4000,2.0,5
17360,425500.0,3,2.5,1970,2752,2.0,3
17361,853505.0,3,2.5,2820,14890,1.0,3
17362,398000.0,2,1.0,590,10945,1.5,3
17363,418500.0,3,2.5,2060,4399,2.0,3
17364,826000.0,3,1.5,1890,5000,1.5,3
17365,742000.0,4,2.5,2810,10986,2.0,3
17366,180000.0,4,1.0,1470,18581,1.5,3
17367,286000.0,4,1.75,2190,8400,2.0,2
17368,421200.0,3,2.5,1440,3060,2.0,3
17369,390000.0,3,3.0,2480,14141,1.0,3
17370,739000.0,4,2.5,2780,6737,2.0,3
17371,499900.0,4,3.0,2180,12196,2.0,4
